Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation.;How would Skylar feel as a result?;grateful to Kendall;excited about work;that they are looking forward to their vacation
Jesse broke her leg and could not take the students on the trip after all.;What does Tracy need to do before this?;tell Jesse she was willing to go;rest her leg;stay at home
Sydney works as a preschool teacher, and helped trace Robin's fingers.;Why did Sydney do this?;make artwork;make popcorn;teach her class the alphabet
Jan gave birth to her third child and the labor was especially painful and difficult.;How would Jan feel afterwards?;At peace;heartbroken;sad
Alex was checking for breast cancer so they grasped both of their breasts firmly.;What will Alex want to do next?;examine their breasts;find the cancer;go to a doctor
Cameron took Kai's complaint seriously and issues the complaint to the police for a serious investigation.;How would you describe Cameron?;feeling worried;feeling bored;feeling passive
Casey was grading a paper that put effort in to the length. They took it into account.;How would you describe Casey?;likes to see kids learn;a mean person;exhausted
Robin and Casey were trying to come up with a plan. Casey did not like any ideas. Robin proposed another idea.;How would Casey feel as a result?;not pleased with it;very content;so happy
Remy paid her taxes and her friend asked her why she did that.;Why did Remy do this?;explain to her friend how tax laws work;offer to do her friend's taxes;do what she was told
Robin usually got the pizza because she was always ordered it.;What does Robin need to do before this?;call the pizza place;go to the grocery store;buy chinese food
Sasha saved their company from destruction before it was far too late.;What will Sasha want to do next?;needed to go over the company records;invest money;throw away money
Austin built a tent on the site and it was the biggest tent on the site.;Why did Austin do this?;unpack camping gear;proud;lazy
Jesse went to the zoo with people from church. They saw all the animals in the zoo.;How would you describe Jesse?;excited;inquisitive;wandering
Riley screamed in pain after falling of their bike and breaking their arm.;What will Riley want to do next?;go to the hospital;get on the bike;go to a midwife
Casey decided to learn about cooking so she took a Saturday evening cooking class instead of spending time with her boyfriend.;How would Others feel as a result?;inattentive to the needs of her boyfriend at time;excited to date a good cook;like they are cooking too
Ash tried to redeem himself after he missed an open shot in the game.;How would Ash feel afterwards?;disappointed;frugal;trying hard
Skylar knew they were nervous and he wanted to ease their minds.;What does Skylar need to do before this?;put together a strong presentation detailing his ideas on how to proceed;insult their worries;start acting rashly without thinking ahead
Riley cried after Jesse said something.;What did Jesse say?;Insults about Riley;crying;nice
It was a race to see who could finish their homework first.;Others would wonder how she finished so fast?;very smart;she didnt really do the homework;lied about finishing first
Jordan wanted to tell Tracy a secret, so Jordan leaned towards Tracy.;Why did Jordan do this?;make sure no one else could hear;listen to Jordan;acknowledge Jordan
Kai handed back the newspaper and had to go to the other store in town.;How would Kai feel afterwards?;tired;running errands;on the move
Sasha was taking a train back to school, so Jan took Sasha to the station.;What does Jan need to do before this?;check the train schedule;make sure she get's on the train;make sure she get's where she's going
Alex was looking for a knife they dropped. Alex searched the woods.;How would Alex feel afterwards?;sad;cheerful;enlightened
Casey told their problems to the mail person that delivered to their home.;What will Casey want to do next?;say goodbye;be pushy;be rude
Jordan and their classmates were studing in the park but Jordan saw a beautiful bird so Jordan left their book by them and went over to the bird.;What does Jordan need to do before this?;look around;Go and visit with the bird;not go to the park with them
Bailey was a shy kid at school. They made no friends.;What will happen to Bailey?;get work done;go to a party;Nothing will happen to others
Jesse made some bad decisions in life and Lee stopped talking to them.;How would Lee feel as a result?;struggling internally;quite bored;very guilty
Kendall had two kids they took to Taekwondo classes three times a week.;What does Kendall need to do before this?;pay for the uniforms;help the kids learn sports;help their kids know how to fight
After getting a feedback from their boss, Addison took their advice very seriously.;How would you describe Addison?;a good listener;expecting the boss to be a good listener;serious
Alex went on a camping trip with their cousin. Alex grew closer to their cousin that weekend.;How would you describe Alex?;happy;a kind person;a bad person
